timestamp_robot,time_elapsed_sec,event_label,current_event_type,bow_direction,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,qd_base,qd_shoulder,qd_elbow,qd_wrist1,qd_wrist2,qd_wrist3
3902.762000,0.808000,END g_bow,None,0,,0.000000,0.271478,0.627735,0.094856,-1.827165,-1.964918,0.548164,-2.291954,-0.571155,1.482956,-2.074350,-1.161523,-2.445881,0.043134,0.172558,-0.430696,0.450170,-0.161954,-0.055770
3902.770000,0.816000,END g_bow,None,0,,0.000000,0.271859,0.628533,0.094675,-1.827031,-1.966171,0.550624,-2.291619,-0.569730,1.479433,-2.070601,-1.162825,-2.446337,0.043705,0.176898,-0.441209,0.461017,-0.162736,-0.056265
3902.778000,0.824000,END g_bow,None,0,,0.000000,0.272242,0.629362,0.094511,-1.826890,-1.967509,0.552933,-2.291256,-0.568274,1.475793,-2.066892,-1.164152,-2.446778,0.044564,0.179213,-0.452494,0.468545,-0.167022,-0.058153
3902.786000,0.832000,END g_bow,None,0,,0.000000,0.272631,0.630207,0.094374,-1.826710,-1.968963,0.555150,-2.290884,-0.566827,1.472073,-2.063164,-1.165530,-2.447261,0.045327,0.184289,-0.462186,0.479506,-0.173873,-0.058757
3902.794000,0.840000,END g_bow,None,0,,0.000000,0.273045,0.631045,0.094223,-1.826548,-1.970344,0.557529,-2.290547,-0.565356,1.468324,-2.059303,-1.166908,-2.447757,0.045941,0.187567,-0.472815,0.492293,-0.174772,-0.060521
3902.802000,0.848000,END g_bow,None,0,,0.000000,0.273422,0.631917,0.094036,-1.826377,-1.971805,0.560202,-2.290141,-0.563820,1.464501,-2.055247,-1.168381,-2.448245,0.046631,0.193565,-0.485005,0.505549,-0.180683,-0.062611
3902.810000,0.856000,END g_bow,None,0,,0.000000,0.273837,0.632778,0.093823,-1.826200,-1.973135,0.563007,-2.289785,-0.562226,1.460637,-2.051088,-1.169796,-2.448756,0.049032,0.198023,-0.495415,0.520683,-0.183746,-0.062839
3902.818000,0.864000,END g_bow,None,0,,0.000000,0.274231,0.633666,0.093619,-1.826009,-1.974606,0.565782,-2.289383,-0.560616,1.456693,-2.046911,-1.171293,-2.449268,0.048194,0.203051,-0.505258,0.527740,-0.188659,-0.064901
3902.826000,0.872000,END g_bow,None,0,,0.000000,0.274654,0.634593,0.093453,-1.825801,-1.976096,0.568507,-2.288975,-0.558995,1.452578,-2.042613,-1.172787,-2.449784,0.051262,0.205603,-0.517096,0.540227,-0.193155,-0.065459
3902.834000,0.880000,END g_bow,None,0,,0.000000,0.275087,0.635523,0.093231,-1.825625,-1.977603,0.571477,-2.288580,-0.557277,1.448396,-2.038173,-1.174371,-2.450316,0.053602,0.208620,-0.527068,0.553522,-0.196868,-0.065679
